"family","species","lon","lat"
"Malvaceae","Bombax costatum",2.091281,6.891491
"Malvaceae","Bombax costatum",2.895625,12.303469
"Malvaceae","Bombax costatum",1.354897,10.1126
"Malvaceae","Bombax costatum",2.18565,7.026303
"Malvaceae","Bombax costatum",1.971449,8.113534
"Malvaceae","Bombax costatum",1.927087,8.115308
"Malvaceae","Bombax costatum",2.307292,11.406658
"Malvaceae","Bombax costatum",2.637339,8.366035
"Malvaceae","Bombax costatum",2.312454,8.407562
"Malvaceae","Bombax costatum",1.293828,10.320234
"Malvaceae","Bombax costatum",2.182608,8.001743
"Malvaceae","Bombax costatum",3.145203,11.038293
"Malvaceae","Bombax costatum",1.457492,9.404203
"Malvaceae","Bombax costatum",1.43032,9.393763
"Malvaceae","Bombax costatum",2.218097,7.893502
"Malvaceae","Bombax costatum",1.477303,10.954619
"Malvaceae","Bombax costatum",1.29322,10.656182
"Malvaceae","Bombax costatum",1.424309,10.873735
"Malvaceae","Bombax costatum",1.564973,9.25031
"Malvaceae","Bombax costatum",1.496576,9.304051
"Malvaceae","Bombax costatum",1.696881,9.316264
"Malvaceae","Bombax costatum",2.266537,6.710843
"Malvaceae","Bombax costatum",3.187737,10.724131
"Malvaceae","Bombax costatum",3.16559,10.712024
"Malvaceae","Bombax costatum",3.080794,10.873324
"Malvaceae","Bombax costatum",3.081987,10.92075
"Malvaceae","Bombax costatum",3.109804,10.862181
"Malvaceae","Bombax costatum",3.041936,10.752448
"Malvaceae","Bombax costatum",2.975973,10.858302
"Malvaceae","Bombax costatum",2.797613,10.763961
"Malvaceae","Bombax costatum",2.966929,10.818824
"Malvaceae","Bombax costatum",3.124425,10.817245
"Malvaceae","Bombax costatum",2.800965,10.799326
"Malvaceae","Bombax costatum",2.098444,6.865762
"Malvaceae","Bombax costatum",3.158217,10.744415
"Malvaceae","Bombax costatum",2.87684,10.764699
"Malvaceae","Bombax costatum",2.284214,11.356299
"Malvaceae","Bombax costatum",2.432693,11.337578
"Malvaceae","Bombax costatum",2.370133,11.336401
"Malvaceae","Bombax costatum",2.493684,11.345518
"Malvaceae","Bombax costatum",2.346842,11.115777
"Malvaceae","Bombax costatum",2.316136,11.153672
"Malvaceae","Bombax costatum",2.265087,11.202576
"Malvaceae","Bombax costatum",2.838451,10.818774
"Malvaceae","Bombax costatum",3.011835,10.732689
"Malvaceae","Bombax costatum",3.126658,10.905008
"Malvaceae","Bombax costatum",2.999195,10.738848
"Malvaceae","Bombax costatum",3.18414,10.749267
"Malvaceae","Bombax costatum",3.000064,10.725336
"Malvaceae","Bombax costatum",2.173992,11.216716
"Malvaceae","Bombax costatum",2.651309,11.251607
"Malvaceae","Bombax costatum",1.4258,9.3253
"Malvaceae","Bombax costatum",1.569,9.1872
"Malvaceae","Bombax costatum",1.421,9.3406
"Malvaceae","Bombax costatum",2.1955,7.9422
"Malvaceae","Bombax costatum",2.2225,7.8266
"Malvaceae","Bombax costatum",2.3507,8.4896
"Malvaceae","Bombax costatum",2.5564,8.587
"Malvaceae","Bombax costatum",1.9746,8.0539
"Malvaceae","Bombax costatum",2.1836,6.9576
"Malvaceae","Bombax costatum",1.5063,9.2417
"Malvaceae","Bombax costatum",1.5166,9.25
"Malvaceae","Bombax costatum",2.6449,8.3131
"Malvaceae","Bombax costatum",1.65,9.0166
"Malvaceae","Bombax costatum",2.15,9.133333
"Malvaceae","Bombax costatum",1.9256,8.0552
"Malvaceae","Bombax costatum",2.1022,6.8262
"Malvaceae","Bombax costatum",2.2735,6.6525
"Malvaceae","Bombax costatum",1.263883,10.706396
"Malvaceae","Bombax costatum",0.333333,12.016667
"Malvaceae","Bombax costatum",13.283333,9.633333
"Malvaceae","Bombax costatum",-1.341095,9.524103
"Malvaceae","Bombax costatum",-1.816667,9.083333
"Malvaceae","Bombax costatum",-3.828611,7.421944
"Malvaceae","Bombax costatum",0.933333,12.15
"Malvaceae","Bombax costatum",13.383333,9.333333
"Malvaceae","Bombax costatum",-15.816667,12.066667
"Malvaceae","Bombax costatum",-4.933333,6.166667
"Malvaceae","Bombax costatum",-15.666667,11.883333
"Malvaceae","Bombax costatum",1.266667,10.583333
"Malvaceae","Bombax costatum",-1.208333,9.13
"Malvaceae","Bombax costatum",2.166667,7.866667
"Malvaceae","Bombax costatum",-12.266667,9.883333
"Malvaceae","Bombax costatum",0.466667,12.033333
"Malvaceae","Bombax costatum",-14.766667,11.683333
"Malvaceae","Bombax costatum",2.124767,9.135083
"Malvaceae","Bombax costatum",1.436797,10.851848
"Malvaceae","Bombax costatum",-1.512,9.1544
"Malvaceae","Bombax costatum",0.5204,9.22657
"Malvaceae","Bombax costatum",0.49,9.31
"Malvaceae","Bombax costatum",0.24975,10.38544
"Malvaceae","Bombax costatum",2.242926,9.773942
"Malvaceae","Bombax costatum",2.211393,9.780345
"Malvaceae","Bombax costatum",2.225247,9.77845
"Malvaceae","Bombax costatum",2.245559,9.768345
"Malvaceae","Bombax costatum",2.211012,9.780442
"Malvaceae","Bombax costatum",2.21127,9.780063
"Malvaceae","Bombax costatum",2.21127,9.780056
"Malvaceae","Bombax costatum",2.231738,9.776276
"Malvaceae","Bombax costatum",2.231871,9.776236
"Malvaceae","Bombax costatum",1.220517,9.273445
"Malvaceae","Bombax costatum",1.202305,9.241486
"Malvaceae","Bombax costatum",1.195459,9.252779
"Malvaceae","Bombax costatum",1.209497,9.26415
"Malvaceae","Bombax costatum",1.195241,9.252615
"Malvaceae","Bombax costatum",1.192928,9.229749
"Malvaceae","Bombax costatum",1.204408,9.266331
"Malvaceae","Bombax costatum",1.197676,9.249843
"Malvaceae","Bombax costatum",1.201797,9.284119
"Malvaceae","Bombax costatum",1.206671,9.2723
"Malvaceae","Bombax costatum",1.208779,9.23716
"Malvaceae","Bombax costatum",1.213511,9.273184
"Malvaceae","Bombax costatum",1.197453,9.245303
"Malvaceae","Bombax costatum",1.213363,9.275335
"Malvaceae","Bombax costatum",1.208958,9.275422
"Malvaceae","Bombax costatum",1.193062,9.239116
"Malvaceae","Bombax costatum",1.21611,9.270277
"Malvaceae","Bombax costatum",1.19516,9.252506
"Malvaceae","Bombax costatum",1.206732,9.271125
"Malvaceae","Bombax costatum",1.197439,9.257002
"Malvaceae","Bombax costatum",1.193708,9.239282
"Malvaceae","Bombax costatum",1.193889,9.239418
"Malvaceae","Bombax costatum",1.211134,9.266283
"Malvaceae","Bombax costatum",1.197433,9.25476
"Malvaceae","Bombax costatum",1.192972,9.246058
"Malvaceae","Bombax costatum",1.195378,9.232835
"Malvaceae","Bombax costatum",1.198203,9.160144
"Malvaceae","Bombax costatum",1.199696,9.239077
"Malvaceae","Bombax costatum",1.197499,9.247148
"Malvaceae","Bombax costatum",1.206795,9.271189
"Malvaceae","Bombax costatum",1.193599,9.2392
"Malvaceae","Bombax costatum",1.222462,9.268573
"Malvaceae","Bombax costatum",1.201901,9.285195
"Malvaceae","Bombax costatum",1.231421,9.273056
"Malvaceae","Bombax costatum",1.226917,9.273061
"Malvaceae","Bombax costatum",2.140722,9.340725
"Malvaceae","Bombax costatum",2.279167,9.202746
"Malvaceae","Bombax costatum",2.165335,9.174916
"Malvaceae","Bombax costatum",1.589414,11.004652
"Malvaceae","Bombax costatum",1.492974,11.077286
"Malvaceae","Bombax costatum",1.97575,9
"Malvaceae","Bombax costatum",1.97575,9.133333
"Malvaceae","Bombax costatum",1.97575,8.933333
"Malvaceae","Bombax costatum",-13.275777,13.346432
"Malvaceae","Bombax costatum",0.366667,10.566667
"Malvaceae","Bombax costatum",0.466667,10.516667
"Malvaceae","Bombax costatum",0.516667,10.666667
"Malvaceae","Bombax costatum",0.466667,10.55
"Malvaceae","Bombax costatum",0.466667,10.583333
"Malvaceae","Bombax costatum",0.833333,10.3
"Malvaceae","Bombax costatum",0.466667,10.566667
"Malvaceae","Bombax costatum",0.4,10.616667
"Malvaceae","Bombax costatum",0.4,10.433333
"Malvaceae","Bombax costatum",1.033333,9.9
"Malvaceae","Bombax costatum",0.383333,10.666667
"Malvaceae","Bombax costatum",0.633333,10.366667
"Malvaceae","Bombax costatum",1.016667,9.866667
"Malvaceae","Bombax costatum",1.033333,9.983333
"Malvaceae","Bombax costatum",0.633333,10.3
"Malvaceae","Bombax costatum",0.683333,10.35
"Malvaceae","Bombax costatum",0.716667,10.4
"Malvaceae","Bombax costatum",0.383333,10.516667
"Malvaceae","Bombax costatum",0.733333,10.316667
"Malvaceae","Bombax costatum",0.3,10.566667
"Malvaceae","Bombax costatum",0.316667,10.533333
"Malvaceae","Bombax costatum",0.266667,10.7
"Malvaceae","Bombax costatum",0.283333,10.516667
"Malvaceae","Bombax costatum",0.4,10.416667
"Malvaceae","Bombax costatum",0.883333,7.516667
"Malvaceae","Bombax costatum",0.7,7.383333
"Malvaceae","Bombax costatum",15.633333,10.05
"Malvaceae","Bombax costatum",17.65,9.066667
"Malvaceae","Bombax costatum",15.566667,10.6
"Malvaceae","Bombax costatum",18.066667,9.083333
"Malvaceae","Bombax costatum",15.85,8.5
"Malvaceae","Bombax costatum",-14.9,12.833333
"Malvaceae","Bombax costatum",-15.016667,12.9
"Malvaceae","Bombax costatum",-14.833333,12.833333
"Malvaceae","Bombax costatum",-14.85,12.833333
"Malvaceae","Bombax costatum",-15.183333,14.666667
"Malvaceae","Bombax costatum",-15.05,14.616667
"Malvaceae","Bombax costatum",-15,14.833333
"Malvaceae","Bombax costatum",-12.6,14.733333
"Malvaceae","Bombax costatum",-12.616667,14.733333
"Malvaceae","Bombax costatum",-13.65,13.8
"Malvaceae","Bombax costatum",-13.633333,13.9
"Malvaceae","Bombax costatum",-12.916667,14.55
"Malvaceae","Bombax costatum",-13.666667,13.783333
"Malvaceae","Bombax costatum",-13.483333,13.916667
"Malvaceae","Bombax costatum",-13.65,13.833333
"Malvaceae","Bombax costatum",-12.5,14.266667
"Malvaceae","Bombax costatum",-13.233333,13.983333
"Malvaceae","Bombax costatum",-12.2,14.416667
"Malvaceae","Bombax costatum",-12.583333,14.25
"Malvaceae","Bombax costatum",-12.766667,14.533333
"Malvaceae","Bombax costatum",-12.483333,14.283333
"Malvaceae","Bombax costatum",-12.65,14.65
"Malvaceae","Bombax costatum",-12.8,14.283333
"Malvaceae","Bombax costatum",-12.566667,14.75
"Malvaceae","Bombax costatum",-12.75,14.183333
"Malvaceae","Bombax costatum",-12.7,14.6
"Malvaceae","Bombax costatum",-12.7,14.583333
"Malvaceae","Bombax costatum",-12.733333,14.183333
"Malvaceae","Bombax costatum",-13.1,14.2
"Malvaceae","Bombax costatum",-13.483333,14.533333
"Malvaceae","Bombax costatum",-13.533333,14.433333
"Malvaceae","Bombax costatum",-13.566667,13.816667
"Malvaceae","Bombax costatum",-13.55,13.833333
"Malvaceae","Bombax costatum",-13.433333,14.566667
"Malvaceae","Bombax costatum",-13.55,14.55
"Malvaceae","Bombax costatum",-13.483333,13.866667
"Malvaceae","Bombax costatum",-13.616667,13.783333
"Malvaceae","Bombax costatum",-13.533333,14.516667
"Malvaceae","Bombax costatum",-13.533333,14.466667
"Malvaceae","Bombax costatum",-13.466667,14.383333
"Malvaceae","Bombax costatum",-13.55,14.716667
"Malvaceae","Bombax costatum",-13.533333,14.533333
"Malvaceae","Bombax costatum",-13.55,14.583333
"Malvaceae","Bombax costatum",-13.55,14.65
"Malvaceae","Bombax costatum",-13.55,14.266667
"Malvaceae","Bombax costatum",-13.516667,14.383333
"Malvaceae","Bombax costatum",-13.55,14.7
"Malvaceae","Bombax costatum",-13.533333,14.45
"Malvaceae","Bombax costatum",-12.95,14.583333
"Malvaceae","Bombax costatum",-12.95,14.666667
"Malvaceae","Bombax costatum",-13.65,13.85
"Malvaceae","Bombax costatum",-13.65,13.816667
"Malvaceae","Bombax costatum",-12.933333,14.6
"Malvaceae","Bombax costatum",-12.916667,15
"Malvaceae","Bombax costatum",-12.366667,14.366667
"Malvaceae","Bombax costatum",-16.466667,13.666667
"Malvaceae","Bombax costatum",-16.45,13.633333
"Malvaceae","Bombax costatum",-16.466667,13.65
"Malvaceae","Bombax costatum",-13.316667,15.416667
"Malvaceae","Bombax costatum",-16.466667,13.633333
"Malvaceae","Bombax costatum",-16.483333,13.616667
"Malvaceae","Bombax costatum",-12.85,14.916667
"Malvaceae","Bombax costatum",-12.766667,14.933333
"Malvaceae","Bombax costatum",-12.8,14.916667
"Malvaceae","Bombax costatum",-12.833333,15
"Malvaceae","Bombax costatum",-12.783333,14.916667
"Malvaceae","Bombax costatum",-13.133333,14.833333
"Malvaceae","Bombax costatum",-13.45,14.916667
"Malvaceae","Bombax costatum",-12.916667,15.016667
"Malvaceae","Bombax costatum",-12.916667,14.933333
"Malvaceae","Bombax costatum",-12.916667,14.983333
"Malvaceae","Bombax costatum",-12.8,14.266667
"Malvaceae","Bombax costatum",-12.816667,14.283333
"Malvaceae","Bombax costatum",-12.916667,15.05
"Malvaceae","Bombax costatum",-13.433333,15.283333
"Malvaceae","Bombax costatum",-13.45,15.233333
"Malvaceae","Bombax costatum",-14.533333,12.883333
"Malvaceae","Bombax costatum",-14.833333,12.816667
"Malvaceae","Bombax costatum",-13,13.333333
"Malvaceae","Bombax costatum",-13.016667,13.35
"Malvaceae","Bombax costatum",-13.016667,13
"Malvaceae","Bombax costatum",-13.016667,13.016667
"Malvaceae","Bombax costatum",3.766667,12.783333
"Malvaceae","Bombax costatum",3.5,12.25
"Malvaceae","Bombax costatum",7.666667,13.5
"Malvaceae","Bombax costatum",8,13.583333
"Malvaceae","Bombax costatum",7.683333,13.516667
"Malvaceae","Bombax costatum",7.683333,13.5
"Malvaceae","Bombax costatum",11.65,13.533333
"Malvaceae","Bombax costatum",3.383333,12.466667
"Malvaceae","Bombax costatum",11.866667,13.366667
"Malvaceae","Bombax costatum",3.883333,14
"Malvaceae","Bombax costatum",10.266667,13.983333
"Malvaceae","Bombax costatum",3.083333,13.116667
"Malvaceae","Bombax costatum",12.033333,13.216667
"Malvaceae","Bombax costatum",7.933333,13.683333
"Malvaceae","Bombax costatum",2.566667,13.316667
"Malvaceae","Bombax costatum",10.65,13.75
"Malvaceae","Bombax costatum",6.9,13.683333
"Malvaceae","Bombax costatum",6.833333,13.666667
"Malvaceae","Bombax costatum",4.166667,13.65
"Malvaceae","Bombax costatum",3.05,13.083333
"Malvaceae","Bombax costatum",2.866667,12.4
"Malvaceae","Bombax costatum",2.9,12.533333
"Malvaceae","Bombax costatum",2.833333,13.033333
"Malvaceae","Bombax costatum",3.433333,12.383333
"Malvaceae","Bombax costatum",2.85,12.6
"Malvaceae","Bombax costatum",2.933333,12.416667
"Malvaceae","Bombax costatum",2.55,12.516667
"Malvaceae","Bombax costatum",2.316667,12.116667
"Malvaceae","Bombax costatum",2.383333,12.133333
"Malvaceae","Bombax costatum",2.65,12.466667
"Malvaceae","Bombax costatum",2.433333,11.983333
"Malvaceae","Bombax costatum",2.4,11.95
"Malvaceae","Bombax costatum",2.45,12.3
"Malvaceae","Bombax costatum",2.75,12.433333
"Malvaceae","Bombax costatum",2.616667,12.533333
"Malvaceae","Bombax costatum",2.533333,12.483333
"Malvaceae","Bombax costatum",2.266667,12.416667
"Malvaceae","Bombax costatum",2.25,12.416667
"Malvaceae","Bombax costatum",2.183333,12.416667
"Malvaceae","Bombax costatum",2.266667,12.183333
"Malvaceae","Bombax costatum",2.316667,12.15
"Malvaceae","Bombax costatum",2.466667,12.283333
"Malvaceae","Bombax costatum",2.466667,12.35
"Malvaceae","Bombax costatum",2.45,12.316667
"Malvaceae","Bombax costatum",2.366667,12.316667
"Malvaceae","Bombax costatum",2.383333,12.45
"Malvaceae","Bombax costatum",2.483333,12.5
"Malvaceae","Bombax costatum",2.483333,12.45
"Malvaceae","Bombax costatum",2.483333,12.4
"Malvaceae","Bombax costatum",2.466667,12.483333
"Malvaceae","Bombax costatum",2.483333,12.466667
"Malvaceae","Bombax costatum",2.466667,12.55
"Malvaceae","Bombax costatum",2.466667,12.516667
"Malvaceae","Bombax costatum",2.4,12.383333
"Malvaceae","Bombax costatum",2.416667,12.533333
"Malvaceae","Bombax costatum",2.25,12.716667
"Malvaceae","Bombax costatum",2.3,13.416667
"Malvaceae","Bombax costatum",2.633333,12.533333
"Malvaceae","Bombax costatum",2.316667,12.433333
"Malvaceae","Bombax costatum",1.8,13.266667
"Malvaceae","Bombax costatum",1.816667,13.25
"Malvaceae","Bombax costatum",1.816667,13.183333
"Malvaceae","Bombax costatum",3.2,13.05
"Malvaceae","Bombax costatum",7.283333,11.35
"Malvaceae","Bombax costatum",7.55,11.133333
"Malvaceae","Bombax costatum",7.566667,11.133333
"Malvaceae","Bombax costatum",7.6,11.133333
"Malvaceae","Bombax costatum",7.6,11.15
"Malvaceae","Bombax costatum",7.6,10.166667
"Malvaceae","Bombax costatum",7.583333,11.15
"Malvaceae","Bombax costatum",7.55,11.15
"Malvaceae","Bombax costatum",7.55,11.166667
"Malvaceae","Bombax costatum",7.566667,11.166667
"Malvaceae","Bombax costatum",7.566667,11.15
"Malvaceae","Bombax costatum",-9.3,14.816667
"Malvaceae","Bombax costatum",-9.116667,14.916667
"Malvaceae","Bombax costatum",-9.066667,14.8
"Malvaceae","Bombax costatum",-9.166667,14.833333
"Malvaceae","Bombax costatum",-9.283333,14.883333
"Malvaceae","Bombax costatum",-9.133333,14.95
"Malvaceae","Bombax costatum",-9.233333,14.85
"Malvaceae","Bombax costatum",-9.316667,14.85
"Malvaceae","Bombax costatum",-9.383333,14.816667
"Malvaceae","Bombax costatum",-9.45,14.95
"Malvaceae","Bombax costatum",-9.016667,14.8
"Malvaceae","Bombax costatum",-9.133333,14.866667
"Malvaceae","Bombax costatum",-9.2,14.866667
"Malvaceae","Bombax costatum",-9.233333,14.766667
"Malvaceae","Bombax costatum",-9.183333,14.983333
"Malvaceae","Bombax costatum",-9.333333,14.883333
"Malvaceae","Bombax costatum",-9.483333,14.783333
"Malvaceae","Bombax costatum",-9.266667,14.8
"Malvaceae","Bombax costatum",-9.283333,14.866667
"Malvaceae","Bombax costatum",-9.366667,14.85
"Malvaceae","Bombax costatum",-9.283333,15.066667
"Malvaceae","Bombax costatum",-9.333333,15.016667
"Malvaceae","Bombax costatum",-9.283333,15.05
"Malvaceae","Bombax costatum",-9.316667,15.083333
"Malvaceae","Bombax costatum",-9.333333,15.083333
"Malvaceae","Bombax costatum",-7.4,11.433333
"Malvaceae","Bombax costatum",-7.383333,11.416667
"Malvaceae","Bombax costatum",-7.283333,12.85
"Malvaceae","Bombax costatum",-7.3,12.85
"Malvaceae","Bombax costatum",-7.266667,12.85
"Malvaceae","Bombax costatum",-7.383333,12.766667
"Malvaceae","Bombax costatum",-7.3,12.866667
"Malvaceae","Bombax costatum",-7.366667,12.766667
"Malvaceae","Bombax costatum",-7.416667,12.8
"Malvaceae","Bombax costatum",-7.383333,12.8
"Malvaceae","Bombax costatum",-7.416667,12.816667
"Malvaceae","Bombax costatum",-7.433333,12.783333
"Malvaceae","Bombax costatum",-7.433333,12.8
"Malvaceae","Bombax costatum",-7.433333,12.766667
"Malvaceae","Bombax costatum",-7.6,11.383333
"Malvaceae","Bombax costatum",-7.583333,11.383333
"Malvaceae","Bombax costatum",-8.383333,12.183333
"Malvaceae","Bombax costatum",-8.25,12.45
"Malvaceae","Bombax costatum",-8.25,12.466667
"Malvaceae","Bombax costatum",-8.233333,12.466667
"Malvaceae","Bombax costatum",-8.166667,12.466667
"Malvaceae","Bombax costatum",-8.15,12.466667
"Malvaceae","Bombax costatum",-8.2,12.466667
"Malvaceae","Bombax costatum",-8.216667,12.466667
"Malvaceae","Bombax costatum",-8.116667,12.483333
"Malvaceae","Bombax costatum",-8.15,12.483333
"Malvaceae","Bombax costatum",-8.166667,12.483333
"Malvaceae","Bombax costatum",-8.233333,12.483333
"Malvaceae","Bombax costatum",-8.2,12.483333
"Malvaceae","Bombax costatum",-8.183333,12.483333
"Malvaceae","Bombax costatum",-8.216667,12.483333
"Malvaceae","Bombax costatum",-8.133333,12.5
"Malvaceae","Bombax costatum",-8.15,11.35
"Malvaceae","Bombax costatum",-8.083333,11.266667
"Malvaceae","Bombax costatum",-7.366667,13.05
"Malvaceae","Bombax costatum",-7.433333,12.966667
"Malvaceae","Bombax costatum",-7.383333,13.016667
"Malvaceae","Bombax costatum",-7.416667,12.983333
"Malvaceae","Bombax costatum",-7.383333,13
"Malvaceae","Bombax costatum",-7.416667,12.966667
"Malvaceae","Bombax costatum",-7.4,12.983333
"Malvaceae","Bombax costatum",-7.4,13
"Malvaceae","Bombax costatum",-15.15,12.466667
"Malvaceae","Bombax costatum",-14.216667,12.283333
"Malvaceae","Bombax costatum",-13.95,12.333333
"Malvaceae","Bombax costatum",-14.583333,12.2
"Malvaceae","Bombax costatum",-5.516667,9.083333
"Malvaceae","Bombax costatum",-5.516667,9.1
"Malvaceae","Bombax costatum",-7.566667,8.45
"Malvaceae","Bombax costatum",-4.1,9.283333
"Malvaceae","Bombax costatum",21.133333,8.7
"Malvaceae","Bombax costatum",14.366667,11.116667
"Malvaceae","Bombax costatum",14.2,11.116667
"Malvaceae","Bombax costatum",13.566667,7.866667
"Malvaceae","Bombax costatum",12.866667,8.616667
"Malvaceae","Bombax costatum",15.133333,8.016667
"Malvaceae","Bombax costatum",12.733333,8.566667
"Malvaceae","Bombax costatum",13.083333,8.5
"Malvaceae","Bombax costatum",14.216667,9.333333
"Malvaceae","Bombax costatum",13.316667,9.466667
"Malvaceae","Bombax costatum",13.633333,8.133333
"Malvaceae","Bombax costatum",13.5,10.083333
"Malvaceae","Bombax costatum",15.133333,10.3
"Malvaceae","Bombax costatum",15.283333,10.116667
"Malvaceae","Bombax costatum",13.516667,8.15
"Malvaceae","Bombax costatum",14.95,10.316667
"Malvaceae","Bombax costatum",14.2,10.366667
"Malvaceae","Bombax costatum",14.216667,10.366667
"Malvaceae","Bombax costatum",13.916667,10.966667
"Malvaceae","Bombax costatum",-3.95,13.05
"Malvaceae","Bombax costatum",-3.9,13.116667
"Malvaceae","Bombax costatum",-3.9,13.066667
"Malvaceae","Bombax costatum",-3.916667,13.25
"Malvaceae","Bombax costatum",-3.866667,13.2
"Malvaceae","Bombax costatum",-3.883333,13.333333
"Malvaceae","Bombax costatum",-3.866667,13.3
"Malvaceae","Bombax costatum",-3.866667,13.333333
"Malvaceae","Bombax costatum",-3.833333,13.333333
"Malvaceae","Bombax costatum",0.666667,12.75
"Malvaceae","Bombax costatum",0.733333,11.216667
"Malvaceae","Bombax costatum",-4.816667,11.55
"Malvaceae","Bombax costatum",-4.8,11.6
"Malvaceae","Bombax costatum",0.4,11.933333
"Malvaceae","Bombax costatum",0.266667,12.083333
"Malvaceae","Bombax costatum",0.283333,12.083333
"Malvaceae","Bombax costatum",0.05,13.816667
"Malvaceae","Bombax costatum",2.216667,12.016667
"Malvaceae","Bombax costatum",2.233333,12.033333
"Malvaceae","Bombax costatum",2.216667,12
"Malvaceae","Bombax costatum",2.25,12
"Malvaceae","Bombax costatum",2.1,11.983333
"Malvaceae","Bombax costatum",2.066667,11.983333
"Malvaceae","Bombax costatum",2.05,11.983333
"Malvaceae","Bombax costatum",-0.6,12.166667
"Malvaceae","Bombax costatum",-2.916667,11.8
"Malvaceae","Bombax costatum",-4.783333,11.35
"Malvaceae","Bombax costatum",-2.916667,11.783333
"Malvaceae","Bombax costatum",-4.05,10.9
"Malvaceae","Bombax costatum",-4.05,10.85
"Malvaceae","Bombax costatum",-4.066667,10.866667
"Malvaceae","Bombax costatum",-4.066667,10.883333
"Malvaceae","Bombax costatum",-1.15,13.133333
"Malvaceae","Bombax costatum",-0.483333,12.183333
"Malvaceae","Bombax costatum",-3.266667,10.816667
"Malvaceae","Bombax costatum",2.116667,12.683333
"Malvaceae","Bombax costatum",1.6,11.683333
"Malvaceae","Bombax costatum",1.683333,12.55
"Malvaceae","Bombax costatum",-1.05,11.733333
"Malvaceae","Bombax costatum",-4.65,10.783333
"Malvaceae","Bombax costatum",0,12.066667
"Malvaceae","Bombax costatum",-1.016667,11.266667
"Malvaceae","Bombax costatum",1.3,11.233333
"Malvaceae","Bombax costatum",-2.983333,11.716667
"Malvaceae","Bombax costatum",-3.55,11.783333
"Malvaceae","Bombax costatum",-1.5,12.983333
"Malvaceae","Bombax costatum",2.033333,12.1
"Malvaceae","Bombax costatum",2.033333,12.116667
"Malvaceae","Bombax costatum",-4.1,10.866667
"Malvaceae","Bombax costatum",-4.083333,10.85
"Malvaceae","Bombax costatum",-4.083333,10.933333
"Malvaceae","Bombax costatum",-4.05,10.933333
"Malvaceae","Bombax costatum",-4.1,10.883333
"Malvaceae","Bombax costatum",-4.016667,10.9
"Malvaceae","Bombax costatum",-4.033333,10.883333
"Malvaceae","Bombax costatum",-4.066667,10.916667
"Malvaceae","Bombax costatum",-4.483333,10.033333
"Malvaceae","Bombax costatum",-2.45,13.533333
"Malvaceae","Bombax costatum",-4.416667,9.983333
"Malvaceae","Bombax costatum",-1.533333,12.95
"Malvaceae","Bombax costatum",-2.433333,13.066667
"Malvaceae","Bombax costatum",-2.616667,13.366667
"Malvaceae","Bombax costatum",-2.483333,13.066667
"Malvaceae","Bombax costatum",0.316667,12.333333
"Malvaceae","Bombax costatum",0.616667,12.55
"Malvaceae","Bombax costatum",0.933333,12.183333
"Malvaceae","Bombax costatum",-1.033333,13.1
"Malvaceae","Bombax costatum",0.416667,12.566667
"Malvaceae","Bombax costatum",0.7,12.516667
"Malvaceae","Bombax costatum",0.416667,12.55
"Malvaceae","Bombax costatum",1.3,12.583333
