Code,lon,lat
NSU,-98.483775,45.450615
LC,-122.670181,45.450168
CAN,-75.811462,45.444314
CANA,-75.811462,45.444314
CANL,-75.811462,45.444314
CANM,-75.811462,45.444314
VER,10.99264,45.44157
MCVE,12.322565,45.438408
ISMAR,12.355084,45.437457
UVV,12.34929,45.43729
OTT,-75.6814,45.421
MTMG,-73.936569,45.40498
PAD,11.87965,45.399551
SFS,-71.904808,45.398899
GINCO,-75.717114,45.39258
DAOM,-75.7108,45.391
DAO,-75.710833,45.390972
NSAC,-63.286079,45.371334
DFB,-75.789396,45.369289
BULQ,-71.836967,45.35651
NHMR,14.44445,45.329479
EOSC,-118.066002,45.312355
MAY,39.330677,45.28064
NBM,-66.082344,45.267361
BUNS,19.679611,45.26363
PZZP,19.851128,45.25005
BDNF,-112.64254,45.205566
LINCO,-123.1995678,45.2019071
GRM,5.732911,45.187347
PAV,9.16274,45.185501
GR,5.733149,45.177598
CFIA,-75.992378,45.164894
SBLM,-113.892147,45.160148
MN,10.79762216,45.15729615
SIMF,34.210625,45.123299
ACAD,-64.36799,45.087323
RI,13.650079,45.074741
TOM,7.65576,45.074039
MRSN,7.688715,45.064697
TO,7.684908,45.054558
TOGR,7.70228,45.05386
MSPC,9.70344,45.047562
SMRS,41.945938,45.041225
PUY,3.882941,45.040628
SBG,41.926529,45.036587
KBAI,39.000771,45.030853
SPI,41.96307,45.0233
PHEO,34.364182,44.995762
MIN,-93.181801,44.984547
YELLO,-110.69471,44.975151
CSAU,34.106075,44.960129
AUR,2.445724,44.934404
MAINE,-68.671707,44.896681
RIVE,-92.621634,44.852229
CBNSA,-0.5801,44.8495
MOC,-123.237358,44.847343
BORD,-0.55869,44.844391
FER,11.623554,44.842102
UWEC,-91.52356,44.832207
PTIS,-87.379959,44.82016
BEOU,20.470509,44.812576
BEO,20.471124,44.802406
PARMA,10.327382,44.795349
UMM,-67.458078,44.711465
CBRA,7.851927,44.701022
SPAL,10.631559,44.699272
ALB,8.0369,44.69838
PLAT,-73.46574,44.69489
ITAE,8.032249,44.687973
CNR,34.395538,44.667797
MOD,10.93382,44.648022
NSPM,-63.585018,44.644482
DAL,-63.595402,44.635052
SIBS,33.587646,44.626823
CSR,40.089241,44.602871
WAVI,-69.638474,44.570686
QK,-76.324546,44.567476
OSC,-123.281784,44.566784
OSUF,-123.278687,44.565216
GAP,6.075426,44.559786
UWGB,-87.922616,44.531896
UWSP,-89.57094,44.52735
MENDE,3.499189,44.518346
HUBO,11.40149,44.512001
BOLO,11.35249,44.49918
SMCW,-73.163605,44.495849
BHSC,-103.870255,44.493618
VT,-73.198565,44.479755
BUAG,26.0725,44.47126
BUCA,26.050894,44.445229
BUCM,26.050894,44.445229
SNC,-88.090904,44.440903
BUC,26.065819,44.436527
BUCF,26.101456,44.430138
MNF,-118.425,44.425
SJFM,-72.018456,44.419163
GDOR,8.942552,44.401455
HCOA,-68.221861,44.395
SLA,2.574843,44.347538
HL,-84.773201,44.32642
PNC,3.594144,44.323182
CRAF,23.795553,44.316792
CRAI,23.798582,44.316589
SDC,-96.773323,44.30986
BLMPR,-120.8119297,44.3031822
NHIC,-78.318,44.303
TUP,-78.3199,44.302139
LEDLIE,-70.35,44.289
SHI,85.998634,44.275333
NUV,-72.651833,44.165958
MANK,-93.997006,44.145646
WINO,-91.697876,44.044399
PGFA,43.07193,44.020351
OSH,-88.545097,44.017761
LCEU,-123.033968,44.008574
IGA,125.399298,44.001542
MID,-73.132454,43.998497
AV,4.80335,43.946602
MTL,2.143117,43.929115
PESA,12.92402,43.890759
CCM,125.3228,43.88
JLMP,125.3228,43.88
CMBG,-69.661485,43.873796
NENU,125.327148,43.869892
SARA,18.38493,43.852535
JLFC,126.5603,43.8508
LUCCA,10.50944,43.841412
NIM,4.3627846,43.8375682
JLDC,125.378101,43.836522
XJBI,87.575455,43.83308
HMJU,125.284884,43.825987
FAMU,18.341395,43.825413
UWL,-91.236229,43.817883
XM,87.573692,43.816204
RICK,-111.783821,43.814949
FEN,5.786535,43.814445
JLAU,125.406275,43.814005
HMJAU,125.414383,43.809887
ERCG,125.4038,43.808
XJA,87.583328,43.799999
XJFA,87.583328,43.799999
XJNU,87.583328,43.799999
XJDC,87.608673,43.799244
XTNM,87.608673,43.799244
XAG,87.613052,43.785896
HMGBH,7.55439,43.784751
FDLW,-88.411949,43.783661
FIAF,11.220205,43.782078
FIPF,11.220205,43.782078
FI,11.26001,43.77866
FT,11.26001,43.77866
XJU,87.578735,43.77758
XJUG,87.578735,43.77758
TEB,41.909851,43.775299
KCSU,41.905299,43.769788
PSH,-71.688266,43.75949
HNH,-72.171761,43.748821
PI,10.396916,43.719864
AGMT,10.7806,43.7099
PIAGR,10.418902,43.706303
NICE,7.279513,43.701931
DWU,-98.031231,43.696527
JBVN,7.209677,43.685265
ALF,3.877026,43.684355
TRTC,-79.393933,43.667825
TRT,-79.39442,43.667206
UAMH,-79.397181,43.658193
GRTE,-110.718729,43.655756
CIC,-116.6776,43.6527
EIDM,3.848338,43.619176
MPU,3.872025,43.615789
ZCA,122.2653,43.6125
BOIS,-116.194138,43.608315
MPA,3.914164,43.607634
SRP,-116.2063,43.606
TLA,1.44688,43.605239
TLM,1.44924,43.594341
TL,1.44798,43.593895
CMC,-84.774917,43.585439
ANC,13.51282,43.575771
CBPF,2.124873,43.567999
BBLM,-116.206754,43.566744
VTA,7.1250522,43.563251
AUG,-96.724739,43.557453
TRTE,-79.665153,43.549508
OAC,-80.24073,43.54409
AIX,5.44882,43.527931
JBAG,-5.62896,43.527409
MARSSJ,5.446504,43.51792
NHMS,16.449722,43.511944
BAY,-1.47239,43.49194
KBHG,43.658428,43.48381
BTJW,-110.755692,43.471317
WLU,-80.52282,43.470688
OSW,-76.539303,43.456073
ALMA,-84.673248,43.397419
ILH,-95.18235,43.377776
FCO,-5.872839,43.356174
BZR,3.21402,43.34122
ERD,-5.59,43.34
BIO,-2.982551,43.335551
SIAC,11.331104,43.314293
SIENA,11.3314,43.313942
LCDI,-91.797523,43.3069
MHNM,5.395585,43.304936
MARS,5.37742,43.30389
CAME,13.44108,43.298161
ARAN,-1.95985,43.29258
MAKAR,17.022961,43.290272
HAM,-79.851639,43.250595
AA,76.951544,43.250581
MUSK,-86.193863,43.249355
HCOM,5.458519,43.230253
INGU,44.771721,43.222439
BROC,-77.956543,43.20919
VGEO,131.926603,43.197614
SPH,-71.859856,43.163345
NHA,-70.930656,43.152069
VLA,131.910034,43.150166
HPH,-77.610893,43.131756
VBGI,131.923777,43.130575
TLON,5.92846,43.125717
BU,-79.246725,43.12019
HYE,6.128351,43.117917
PERU,12.39593,43.0998
NFO,-79.069511,43.093208
UWM,-87.879823,43.075254
CFMR,-89.425872,43.07491
WIS,-89.404144,43.073853
SAP,141.342133,43.072071
SAPA,141.342133,43.072071
SAPS,141.342133,43.072071
SAPT,141.34213,43.072069
HAK,141.346933,43.07145
BBF,0.146753,43.054081
SYRF,-76.135384,43.046085
MIL,-87.921654,43.040211
CWC,-108.398918,43.025238
UMF,-83.688957,43.012508
SUCH,40.988968,43.007277
LUGO,-7.536764,43.003082
UWO,-81.247398,42.996399
DAG,47.494194,42.991028
LENUD,47.413532,42.974876
GVSC,-85.916862,42.972221
BWNC,-76.344156,42.965308
AQC,-85.629288,42.957981
AMWH,-85.4889121,42.9541963
ECK,-78.8835,42.9348
CALVIN,-85.588358,42.927253
BENN,-73.235947,42.920351
BUF,-78.843802,42.906203
FLH,-77.241067,42.867179
IDS,-112.43129,42.860344
SANT,-8.53546,42.85656
VIT,-2.675045,42.850113
FRU,74.512779,42.84827
UCS,-73.918388,42.82338
CSCN,-103.001907,42.821259
PAMP,-1.643725,42.817429
GRCH,-75.534927,42.816422
GESU,-77.801018,42.804863
UPNA,-1.63286,42.796558
LUCH,0.5921,42.789291
HCHM,-86.108788,42.786648
GLA,-74.270282,42.783018
CRLA,-122.06205,42.76857
MSC,-84.473627,42.722532
WET,-92.456619,42.711506
SO,23.3417,42.677521
SOM,23.36533,42.67128
SOMF,23.36533,42.67128
UWW,-88.503757,42.658738
NYS,-73.7617,42.6483
CORT,-76.188877,42.599045
LEB,-5.576167,42.593125
WMGC,-70.821701,42.582008
BLH,-83.225616,42.561901
JACA,-0.596659,42.541737
PM,-70.892876,42.521549
ISTC,-92.460854,42.511898
IEA,1.492116,42.466462
HHH,-75.073426,42.457103
SUCO,-75.058617,42.454918
BH,-76.476254,42.448947
CUP,-76.476471,42.448183
ARSEF,-76.469963,42.446243
ANTU,128.126495,42.436729
OLV,-84.92562,42.43607
LOU,-8.6462,42.432312
TGU,19.260376,42.426414
UTV,12.0857,42.42561
KBSMS,-85.420425,42.41523
MASS,-72.524271,42.389279
FH,-71.114207,42.379175
A,-71.1145948,42.3790883
ECON,-71.1145949,42.3790883
NEBC,-71.1145948,42.3790881
AMES,-71.1145947,42.379088
GH,-71.1145945,42.3790878
AQUI,13.34824,42.367569
WUD,-83.069092,42.360649
BSN,-71.100906,42.348408
HNUB,-71.088913,42.340294
BEDF,-71.426437,42.338993
APP,13.589914,42.335677
SCHN,-72.638769,42.318304
WOCB,-83.06591,42.306728
TURP,89.250008,42.297508
WMU,-85.610558,42.28207
ECOT,-71.766066,42.264111
ALBC,-84.753021,42.25074
ETL,-87.8289114,42.2490572
EMC,-83.626999,42.24786
MICH,-83.727204,42.236097
CGCC,-73.817709,42.218019
KFRA,-121.756333,42.182564
BLMLK,-120.419693,42.182289
CHIC,-87.787588,42.147172
SOA,24.764709,42.133949
WSCH,-72.797078,42.132174
BING,-75.901299,42.109642
SPR,-72.587173,42.104362
ECH,-76.815208,42.098621
SBU,-78.482872,42.077591
SOC,-122.715881,42.04446
ISC,-93.644618,42.028505
MKMEL,21.505301,42.015547
MKNDC,21.495354,42.00729
HMMNH,21.417999,42.005188
MKNH,21.474371,42.002079
MCF,21.451469,41.999901
LUC,-87.657486,41.998625
HGI,2.8313,41.966141
PPNP,-82.518534,41.962825
DEK,-88.721115,41.957836
AUB,-86.33783,41.94257
ROPV,12.556478,41.932945
HLSD,-84.630842,41.931381
MOVC,-91.42535,41.926979
CACS,-87.633842,41.926159
HFLA,12.4742943,41.9136894
RO,12.512421,41.901184
ADR,-84.05835,41.89732
ROHB,12.46487,41.891571
URT,12.46839,41.866959
F,-87.618469,41.864983
RMTV,12.625507,41.853664
BRU,-71.398003,41.83088
MOR,-88.062992,41.816577
CONN,-72.258438,41.809891
IFP,123.4328,41.7922
LNAF,123.4328,41.7922
LNCM,123.4328,41.7922
SY,123.4328,41.7922
SYAU,123.4328,41.7922
SYAUF,123.4328,41.7922
RWPM,-71.418571,41.783865
JSNM,-88.094919,41.778903
DSRC,-74.15358,41.77213
SYPC,123.455399,41.768902
PPRL,-111.80578,41.756797
GRI,-92.723312,41.753429
UTC,-111.810758,41.74322
AUMH,44.790829,41.724998
TB,44.790829,41.724998
TBPH,44.790829,41.724998
TGM,44.790829,41.724998
KNFY,-122.638863,41.715778
TONG,126.069679,41.709221
ND,-86.238813,41.699901
NDG,-86.238813,41.699901
CCSU,-72.76422,41.69358
TBI,44.790281,41.68933
VAS,-73.897873,41.685326
HMIM,2.80107,41.676109
EDTU,26.58399,41.662533
BATU,41.656055,41.65173
HDSM,-71.002415,41.628696
HBIL,0.61834,41.609165
DRK,-93.653994,41.603665
IS,14.233574,41.594795
BDI,-90.60334,41.531246
SPWH,-70.661034,41.52375
CLM,-81.610657,41.509979
AUGIE,-90.5472,41.505234
BCB,2.090671,41.501255
KIRI,-71.522308,41.485847
ZNG,31.761222,41.451293
EMNH,-75.645048,41.400369
WCSU,-73.444057,41.400153
PHARB,-70.677653,41.395882
BCN,2.11558,41.38171
BGSU,-83.640635,41.379991
SICH,-93.541016,41.368832
INA,-8.479859,41.36808
OMUB,36.185627,41.366962
BC,2.15207,41.359089
NHES,-72.919017,41.330456
HVR,-7.741847,41.32119
YU,-72.91848,41.320461
WYAC,-105.569158,41.315407
RM,-105.585541,41.312439
RMS,-105.585541,41.312439
TASH,69.273018,41.307838
NCBS,-72.913376,41.306648
TASM,69.265602,41.303375
CCNL,-72.080566,41.297943
OC,-82.214531,41.282387
NMMA,-70.105114,41.280374
OMA,-96.011482,41.25959
WILK,-75.887545,41.245107
WSCO,-111.954536,41.243294
ARTH,41.850915,41.1982656
WGCH,-73.431692,41.192804
PO,-8.64246,41.154079
KE,-81.362503,41.150352
ISTO,29.033331,41.150002
BART,-73.554321,41.132572
YUO,-80.646599,41.126202
RE,122.070709,41.12001
BI,16.878159,41.107483
ISTF,28.973356,41.087258
SLRO,-80.051346,41.059918
ISTE,28.962243,41.012408
MARE,29.020276,41.00418
NGBB,29.1186731,40.9953587
KATO,39.76004,40.992157
NAKU,27.579523,40.992086
MUFE,29.054438,40.98782
HERA,28.872336,40.983149
WDNE,-117.714668,40.977364
SALA,-5.67739,40.964691
BUPL,-76.88,40.96
KNOX,-90.342644,40.955051
DUOF,31.177703,40.906015
BLMAR,-124.088129,40.903215
HUNT,-85.4955,40.8966
HSC,-124.078362,40.87553
OBPF,-73.528763,40.875416
NY,-73.880768,40.866829
HNWU,-96.647412,40.838607
NEB,-96.69779,40.823132
POR,14.342786,40.811455
PORUN,14.342786,40.811455
FGC,111.652222,40.810558
HIMC,111.652222,40.810558
IMDC,111.652222,40.810558
IMFA,111.652222,40.810558
NMAC,111.652222,40.810558
NMFC,111.652222,40.810558
NMTC,111.652222,40.810558
PAC,-77.866188,40.798325
UT,-111.822694,40.764087
NEMU,-74.171062,40.742299
SASSA,8.5575,40.723141
SS,8.550552,40.722455
NRRL,-89.613129,40.708641
AIBU,31.543989,40.703442
NEBK,-99.095322,40.701061
ROCH,-73.927948,40.670898
BKL,-73.962402,40.669474
SIM,-74.07845,40.644249
TAUF,22.948717,40.632721
HLUC,15.805643,40.632645
AVE,-8.63456,40.629059
IUP,-79.160652,40.616631
LEH,-75.3782701,40.6070782
MCA,-75.526711,40.592743
HHUF,140.470658,40.589331
CMML,-105.078591,40.573909
CS,-105.0870247,40.5727018
MAUAM,-3.699926,40.544677
HMUT,81.297641,40.540551
BBGK,22.999373,40.538435
DFEC,106.667427,40.53352
RESC,-122.290779,40.526402
STNF,-122.301389,40.523056
ISU,-89.010638,40.519943
BLMRD,-122.303044,40.509256
AH,-3.34668,40.505501
CHRB,-74.438058,40.487681
RUTPP,-74.438059,40.487681
TAR,17.236784,40.474442
SPIF,-122.317121,40.472193
MWI,-90.681984,40.468652
UI,-109.499763,40.44873
EMMA,-3.714,40.446838
CM,-79.950363,40.444012
USUUB,-109.561297,40.443279
MAA,-3.729162,40.44281
MACB,-3.729162,40.44281
MAIA,-3.729162,40.44281
MAF,-3.72588,40.442799
DINO,109.3042,40.4372
PUL,-86.9187,40.4236
PUR,-86.9187,40.4236
MA,-3.69261,40.412556
ELH,-120.639845,40.410809
GREE,-104.691617,40.409932
USP,-3.836385,40.397855
BAK,49.89201,40.37767
NMSU,-94.882758,40.351965
LVNP,-121.612473,40.345375
LEC,18.12052,40.33213
RPM,-75.949753,40.3274
GOPU,36.477291,40.293644
PAM,-76.881125,40.28706
UVSC,-111.712495,40.277856
TCNJ,-74.779262,40.271234
OWU,-83.105232,40.2677
SMP,-76.883541,40.266115
WANF,-111.647448,40.253391
BRY,-111.653053,40.251541
BULU,28.8395,40.233002
RET,-74.472062,40.213319
SSLP,-111.652061,40.20974
COI,-8.4227411,40.2068718
BSUH,-85.407806,40.203209
NEMO,-92.58255,40.196125
ERCB,44.513641,40.181129
ERE,44.513641,40.181129
ERHM,44.513641,40.181129
YAI,44.513641,40.181129
GGB,-105.202011,40.162762
CEL,-88.223961,40.111893
CBB,26.418211,40.109821
ILL,-88.223877,40.109043
ILLS,-88.24027,40.092927
MOAR,-75.222316,40.087702
DEN,-82.508736,40.064335
IMM,116.328428,40.054586
FMC,-76.320335,40.041451
BAU,116.276903,40.027611
CIBO,-105.225008,40.02568
COLO,-105.272624,40.00688
ABFM,-75.249046,40.001381
BJFC,116.345488,40.001324
MVSC,-76.357727,39.99976
OS,-83.042313,39.99815
CAF,116.285019,39.994598
CIS,116.411087,39.994282
PEM,116.339653,39.989182
ICBR,116.479865,39.988905
BCMM,116.412003,39.977989
IGGDC,116.3839949,39.9771219
DAWES,-82.415151,39.970122
PE,116.207739,39.969683
DWC,-75.576569,39.967796
PHIL,-75.209053,39.962341
IVF,116.332517,39.958117
PH,-75.1713,39.956915
ANSP,-75.171555,39.953442
HMAS,116.3883,39.9389
IMD,116.3883,39.9389
AEF,32.830769,39.936255
ANK,32.836662,39.934793
CMMI,116.363579,39.92844
PEY,116.363579,39.92844
BJTC,116.322125,39.928125
ANKO,32.824638,39.925926
JHWU,-83.856102,39.925499
GAZI,32.818905,39.920357
HUEF,32.854271,39.919868
SWC,-75.352608,39.906319
BIA,32.864761,39.903271
HBH,32.732558,39.893826
HGM,4.272946,39.883999
BJM,116.397751,39.880939
CPB,116.397751,39.880939
ADO,33.482391,39.861778
HUB,32.741161,39.860538
BNU,116.414421,39.856628
KEN,-75.707535,39.84087
EAR,-84.912708,39.824441
AKPM,140.067093,39.819351
BUT,-86.182518,39.808617
DMNH,-84.202201,39.788227
ANES,30.508286,39.770958
ESSE,30.508286,39.770958
HJBS,2.708205,39.758598
MWSJ,-94.786385,39.749645
DMNS,-104.94285,39.74756
ISM,-89.632721,39.744862
CHSC,-121.845471,39.731073
DBG,-104.96037,39.72989
KHD,-104.960365,39.729885
CUFH,37.022888,39.721165
CHA,119.159836,39.706776
IUM,141.149612,39.702625
WVA,-79.956033,39.636791
MALS,-110.820183,39.59951
PRI,-110.802048,39.597824
MCDNL,-77.001617,39.580688
HWBA,-95.137787,39.563099
RENO,-119.811991,39.537753
NDOA,-119.772769,39.531194
NSDA,-119.803162,39.510521
MU,-84.733335,39.508347
VALA,-0.353673,39.483192
EIU,-88.175135,39.479703
VAL,-0.3859,39.475449
TER,-87.408224,39.471049
WSFA,-83.816147,39.445148
FWVA,-80.173378,39.442047
SCFS,-120.240507,39.43552
MCCC,-123.811378,39.422021
DUP,29.997169,39.40609
BALT,-76.604492,39.392841
PSP,-78.911697,39.36594
ZYTC,99.819741,39.357002
EPHR,-111.584763,39.354019
BHO,-82.103125,39.324768
CLU,16.250191,39.30999
SAWV,-80.561966,39.284748
ENLC,-114.860062,39.257931
WJC,-94.411612,39.249051
BCWS,-78.526864,39.248019
CAG,9.1099,39.221241
KSC,-96.581819,39.200454
DOV,-75.524948,39.192844
BLMCAR,-119.701594,39.183385
IND,-86.52228,39.170904
NSMC,-119.766983,39.166492
CINC,-84.51693,39.13047
TIPR,117.158821,39.12291
TJDC,117.185081,39.10693
TJMP,117.185081,39.10693
NKU,117.18911,39.092869
TIE,117.18911,39.092869
MESA,-108.554218,39.08008
PRR,-76.77162945,39.07772751
KNK,-84.454826,39.039234
WASH,-95.700447,39.03693
BPI,-76.923367,39.022345
MARY,-76.942985,38.998225
WVW,-80.22084,38.99073
ALBA,-1.852736,38.987923
TAWES,-76.503671,38.985777
KANU,-95.249534,38.95797
RMBL,-106.988736,38.957242
GSC,-80.8341,38.9361
DEWV,-79.848869,38.930988
HUDC,-77.020866,38.921108
DNHM,121.644768,38.91827
FFBNM,-105.2799225,38.913476
BARC,-76.9701,38.9123
LEF,121.6022,38.9122
LNNU,121.6022,38.9122
BFRS,-120.663234,38.910603
FHKSC,-99.315742,38.900009
WVHP,-79.859,38.896
US,-77.026108,38.891325
USNC,-77.025452,38.888699
HSS,-6.968475,38.880966
UNEX,-7.0065,38.879459
ELVE,-7.162716,38.877925
HBAU,115.4903,38.8511
HBFC,115.4903,38.8511
JUJ,115.4903,38.8511
GMUF,-77.309738,38.83506
COCO,-104.822266,38.83427
JESSUP,-121.292557,38.81982
SAL,-97.60508,38.814358
AVCH,-77.080695,38.805946
FNFR,-112.082664,38.76944
WARM,-93.739723,38.767086
ATCC,-77.475546,38.750883
IFGP,-120.745497,38.741423
YF,112.889885,38.738945
LISU,-9.15034,38.717411
LISI,-9.184205,38.708591
LISVA,-9.184205,38.708591
ERCH,35.518939,38.703845
LISC,-9.18394,38.700001
LISE,-9.308014,38.697674
LISFA,-9.31686,38.696754
AZU,-27.232794,38.677307
MQ,103.091026,38.625404
FUH,39.181404,38.624508
MO,-90.259573,38.61327
IZ,27.06645,38.60524
MNH,-92.229113,38.594098
UEVH,-7.909513,38.576908
VHLV,43.282028,38.570735
VPH,43.287629,38.570027
PPWD,-122.6894,38.57001
PUA,-122.44384,38.569908
SACT,-121.425228,38.565839
VANF,43.272751,38.557529
MODNR,-92.118027,38.546757
WSC,-106.917091,38.544735
DAV,-121.746399,38.540901
HAVI,-78.870613,38.482948
CDA,-121.468834,38.481506
EGE,27.209532,38.459568
NXF,106.292847,38.458359
JMUH,-78.86754,38.437029
MUHW,-82.427209,38.423426
KSTC,-96.196053,38.411465
YAMA,140.129256,38.398458
INU,38.017754,38.379883
BDWR,-78.971542,38.378757
SUHC,-75.60762,38.34927
JEF,-85.820442,38.345889
ABH,-0.48101,38.3452
MVC,-81.616316,38.332932
NCC,-122.693963,38.331372
AKSU,33.985336,38.328232
PUSC,-104.581062,38.30394
HBDC,114.600861,38.301987
MWCF,-77.474953,38.299992
HBNU,114.596741,38.288689
YLD,109.734734,38.278439
TUS,140.857031,38.263358
MS,15.597271,38.262344
PHL,15.5974,38.262
TUSG,140.855988,38.2523
UPA,21.776405,38.226891
MDKY,-83.416168,38.207916
CBH,20.49753,38.160267
REGGIO,15.655056,38.117831
HZTC,112.3192,38.1161
PAL,13.37324,38.113819
SAF,13.348,38.1034
UMH,-0.95174,38.083389
HCAT,46.291901,38.080002
ATH,23.81448,38.073479
PORE,-122.817123,38.060669
TBZFPH,46.327196,38.059022
KY,-84.50521261,38.03139355
MUB,-1.155953,38.01218
JOMU,-122.130862,37.992321
ATHU,23.728739,37.988125
ATHUM,23.728739,37.988125
ACA,23.704809,37.983559
ACAM,23.704809,37.983559
CPH,-121.311134,37.979557
TAU,23.715934,37.977414
ASH,58.379765,37.950156
DVM,-122.05941,37.949341
SIIRT,41.940141,37.937175
SUFAF,41.940774,37.936279
DUF,40.225342,37.91581
KNYA,32.48307,37.90797
COFC,-4.77291,37.884033
JEPS,-122.262447,37.871419
UC,-122.262447,37.871419
COA,-4.78438,37.86935
PFRS,-122.269623,37.869122
AYDN,27.837034,37.84317
SMC,-122.107471,37.841875
TY,112.529586,37.841416
TYF,112.56382,37.837231
PAMUH,29.080528,37.810825
HSIB,112.570084,37.809711
SXU,112.570084,37.809711
SSMM,112.605698,37.80217
OAKL,-122.264572,37.798309
VMI,-79.4351864,37.7898789
TYNUB,112.605476,37.780412
KH,127.163383,37.779579
OMC,-122.182388,37.779274
WVIT,-81.190892,37.775964
CAS,-122.466789,37.770241
JAEN,-3.797275,37.768082
AZB,-25.65778,37.744061
YM,-119.598862,37.743177
AZ,-25.667681,37.743076
BEREA,-84.2973,37.7395
EKY,-84.2973,37.73949
SIU,-89.217552,37.730034
SFSU,-122.477028,37.720791
WICH,-97.2904587,37.7167062
GUL,30.597555,37.698811
SUU,-113.069351,37.677116
LGBG,-77.470963,37.620237
PGC,-77.470885,37.620114
UPCT,-0.9813,37.606949
SWU,127.016303,37.592363
KFI,127.046349,37.586967
NPRI,126.998428,37.578609
LAC,111.1339,37.5786
XBGH,111.1339,37.5786
URV,-77.539927,37.574302
KB,126.636383,37.54668
VDAC,-77.435074,37.546387
VCU,-77.453857,37.544945
SHTC,-120.855759,37.521843
IN,127.041713,37.516655
CAT,15.082561,37.514832
KUS,127.062346,37.498278
KHOR,71.549554,37.486697
SNU,126.951607,37.478409
SNUA,126.951607,37.478409
ALAM,-105.872902,37.473869
SFC,126.951867,37.45992
IUI,126.659813,37.456211
GCU,127.129743,37.451159
RMWC,-79.189301,37.43927
SDFH,121.940875,37.43046
KOPRI,126.678407,37.40901
JROH,-122.244953,37.403439
KSP,-94.701319,37.3914
LYN,-79.540758,37.390665
SEV,-5.98556,37.382111
INF,-118.411023,37.36266
JA,-5.97944,37.357471
UPOS,-5.97143,37.351151
SJSU,-121.884827,37.334789
SEMO,-89.52744,37.315708
FARM,-78.39718,37.300442
ROAN,-80.001129,37.296329
SKK,126.978279,37.295872
SARC,-80.077271,37.293488
FLD,-107.870727,37.274049
AJOU,127.057137,37.273602
WILLI,-76.713851,37.269438
HCCN,126.989029,37.26881
GILAN,49.587219,37.2621
VPI,-80.420029,37.236561
