Code,lon,lat
ZHAN,110.356949,21.267611
VAFS,105.773912,21.078077
HN,105.80128,21.047844
NIMM,105.848497,21.02913
CICY,-89.639008,21.028409
HMC,-77.137718,21.027464
VNF,105.82653,21.021383
HNIP,105.859076,21.019808
HACC,-77.255936,21.012487
HNU,105.807416,20.99588
VFM,105.8906937,20.9951391
WLM,-100.727551,20.917701
UADY,-89.623062,20.859745
RAF,95.89167,20.85
HIPC,-76.983475,20.840416
CAP,41.38888889,20.79
HALE,-156.247108,20.760307
IBUG,-103.512855,20.744808
GUADA,-103.40609,20.695799
ENSJ,-103.324394,20.673599
HHUAQ,-100.368854,20.624428
QMEX,-100.409645,20.589319
CREG,-103.388489,20.420321
CPNP,105.607967,20.318792
RRLB,85.863953,20.21977
HGOM,-98.731842,20.121
HUTB,110.338409,20.059288
HFB,110.357277,20.0397
BSC,-75.816852,20.016228
HAF,110.35408,20.004421
CIMI,-102.717361,19.989079
ATCH,110.32939,19.983955
BAMU,75.313447,19.902446
MFLU,99.831322,19.902306
UCAM,-90.556966,19.828947
CIQR,-90.605921,19.786048
ZEA,-104.366341,19.768814
EBUM,-101.197029,19.690401
CIB,-96.906487,19.528755
XAL,-96.906487,19.528755
XALU,-96.906487,19.528755
IEB,-101.609863,19.517342
IZTA,-99.188568,19.51573
CHAP,-98.891937,19.496241
XOLO,-98.891937,19.496241
JES,-98.888923,19.492122
CMPH,-98.89343,19.465224
CHAPA,-98.905056,19.460692
ENCB,-99.189362,19.458096
UCMM,-70.699997,19.450001
AMO,-99.220505,19.423613
FEZA,-99.034927,19.376221
UAMIZ,-99.07183333,19.36034722
INIF,-99.157043,19.351759
IMSSM,-99.162094,19.346386
CODAGEM,-99.601051,19.333376
CAYM,-81.306473,19.326084
FCME,-99.181137,19.322994
MEXU,-99.19410824,19.32052914
TLXM,-98.224998,19.312731
HBARC,73.0043,19.0801
HPNP,104.735069,19.067634
HUAP,-98.200478,19.004061
HUMO,-99.237602,18.97414
UCOL,-103.89594,18.947315
BLAT,72.834053,18.935102
QBG,98.940498,18.915632
CORU,-96.929077,18.890175
CMUB,98.963946,18.803478
CMU,99.005676,18.791004
ZON,97.00884,18.65018
SPPU,73.824575,18.552297
EHH,-72.341082,18.541435
BSI,73.88533,18.528481
FCP,73.841066,18.52434
AHMA,73.830643,18.52017
AMH,73.830643,18.52017
JBSD,-69.920341,18.484291
USD,-69.920341,18.484291
UPRRP,-66.097923,18.462069
UPR,-66.055813,18.440202
SJ,-66.059064,18.391774
VIST,-64.972928,18.342326
MAPR,-67.139925,18.210649
MSM,-67.139925,18.210649
HNUL,120.567492,18.188218
NGCPR,73.977225,18.148639
HNM,-15.94975,18.10033
FOF,102.635106,18.03859
KUW,79.552002,18.0282814
UJAT,-92.96167,18.022961
UCWI,-76.742638,18.004946
CSAT,-93.385986,17.99312
IJ,-76.775711,17.98307
HNL,102.614979,17.962917
AUV,83.320088,17.72885
SGBG,-64.829526,17.715907
WCAS,75.925473,17.666763
UAGC,-99.486816,17.546711
HY,78.53096,17.40575
PRAGATI,78.181068,17.390481
UH,78.517891,17.36591
BSID,78.416817,17.34939
BRH,-88.7667,17.25
SERO,-96.714226,17.05205
OAX,-96.723404,17.028946
JAZUH,42.543316,16.973712
RANG,96.121666,16.832914
HEM,-93.114929,16.767839
CHIP,-93.118599,16.758566
CH,-92.633949,16.707212
SUK,74.258667,16.691759
NLUH,120.548607,16.435829
ANUH,80.52695,16.378291
MSUT,103.296761,16.32284
GUAD,-61.596298,16.177818
KKU,103.581772,15.99656
CURLA,-86.780884,15.75939
HJBL,-87.461769,15.715601
KHF,32.533611,15.54665
KHU,32.533611,15.54665
DAKAR,-17.444059,14.6937
PUH,121.073608,14.65889
MSI,121.068979,14.650776
SKU,77.551834,14.650264
USCG,-90.526939,14.62111
MTK,-61.09588,14.620724
USTH,120.987091,14.610177
UVAL,-90.487993,14.606005
PNH,120.976158,14.60103
AGUAT,-90.551921,14.588848
BIGU,-90.551921,14.588848
HEH,-87.824715,14.58672
MICG,-90.553731,14.583947
DLSUH,120.9924096,14.5666496
WM,33.498901,14.4056
HURLGT,90.316,14.3514
CLP,121.24649,14.18347
EBL,121.2433147,14.1675356
CAHUP,121.245216,14.165224
LBC,121.245216,14.165224
CALP,121.247547,14.163052
EAP,-87.198616,14.091537
TEFH,-87.198616,14.091537
BBH,100.602546,14.079434
DMSC,100.487511,13.85273
BKF,100.568886,13.823922
BK,100.551361,13.7981
PBM,100.525726,13.764128
RAMK,100.619297,13.756984
TTM,100.516361,13.7496
BCU,100.536636,13.7459
ITIC,-89.197258,13.70981
MHES,-89.19724722,13.6754417
LAGU,-89.243034,13.669226
SVUTY,79.396825,13.629816
HTU,44.023215,13.588793
ESN,2.11178,13.5125
GUAM,144.800232,13.44634
WAPA,144.675478,13.422268
BAR,-59.604027,13.096959
FRLH,77.581337,13.093173
UASB,77.574897,13.080103
PCM,80.27668,13.054397
RRCBI,77.585968,12.933429
PND,74.8959231,12.9300747
SHC,78.567873,12.50271
HULE,-86.87944,12.43556
CNSF,-1.53834,12.36423
HNBU,-1.53834,12.36423
OUA,-1.53834,12.36423
ENAG,-86.161866,12.149756
HNMN,-86.259369,12.141825
AURO,79.812756,12.009834
DLU,108.444339,11.953899
HIFP,79.827881,11.929085
PBL,92.726105,11.63765
HND,43.154398,11.563098
HG,-72.916849,11.53921
RUPP,104.901848,11.536613
CORO,-69.667221,11.40917
IER,-5.663967,11.315072
LSHI,27.28,11.27
DEV,75.83416,11.260671
CALI,75.777306,11.249243
ZGC,75.821977,11.243274
MBGH,75.827975,11.237582
UTMC,-74.187927,11.23588
CMPR,76.059906,11.073318
PBB,106.586991,11.067067
DUGAND,-74.871685,11.020223
UNO,-74.850665,11.019918
MH,76.935463,11.01347
FRC,76.947891,11.008158
MOBR,-63.849998,10.95
RHT,78.695953,10.830622
SGN,106.701762,10.78264
PHH,106.682569,10.762699
VNM,106.671903,10.752598
HERZU,-71.68338,10.673535
TRIN,-61.401108,10.641701
KFRI,76.307983,10.524335
CAR,-66.843674,10.489393
VEN,-66.843674,10.489393
MYF,-66.892041,10.48797
IRBR,-64.166672,10.46667
LSCR,-84.006544,10.430581
HGV,-66.978748,10.399826
IVIC,-66.978375,10.3985
JBGP,-75.429727,10.355255
CEBU,123.911045,10.353769
CSCS,123.897781,10.33361
IPMY,-67.558731,10.29586
GUD,77.923411,10.276675
MY,-67.570213,10.23819
VIA,-67.570213,10.23819
SNMH,76.182924,10.180072
UCOB,-69.46479,10.02206
JVR,-84.115196,9.999054
SAC,76.2786,9.9855
BOG,-75.303139,9.98372
USJ,-84.049483,9.937703
CR,-84.071697,9.932777
VH,75.322378,9.875937
JUHN,8.883333,9.85
JBL,-83.888592,9.840004
UOJ,-63.51667,9.75
PPC,118.738582,9.738323
CMS,76.478892,9.605665
HARG,44.046889,9.546409
HNG,-13.676337,9.543531
RHK,76.583527,9.470668
ACD,42.034031,9.431808
HUHE,42.034348,9.41505
MTCHT,76.58386,9.400708
HEFG,13.383925,9.337808
UNIPAR,2.6494,9.3377
HEUS,-75.396111,9.295
CATH,76.780299,9.258827
PORT,-69.833328,9.08333
SCZ,-79.642725,9.06472
PMA,-79.5326,9.03899
ILCA,38.814572,9.015703
SERG,-10.080463,9.006667
ETH,38.756622,9.003844
STRI,-79.543706,8.962998
HLDG,-82.940201,8.810585
HUC,-75.880051,8.739439
XCH,77.721199,8.675947
MERC,-71.150268,8.627834
MER,-71.144997,8.59833
MERF,-71.144997,8.59833
KUBH,76.888078,8.567351
TBGT,76.922134,8.565752
FBC,-13.25983,8.45797
SL,-13.25983,8.45797
UCH,-82.4500215,8.4315043
SCCN,77.407651,8.185372
GUYN,-63.549721,8.12222
CMUH,125.051199,7.863223
FPI,4.530315,7.520767
FHI,3.89639,7.38778
UCI,3.89639,7.38778
PICRC,134.46609,7.33866
BNM,134.476483,7.336735
IFE,4.47678,7.2779
PDA,80.584099,7.2622
UIS,-73.126694,7.127481
PSU,100.51503,7.017222
HAKS,80.816673,6.91667
CEDD,7.3927,6.8561
UNN,7.3927,6.8561
BRG,-58.15527,6.80448
FDG,-58.15527,6.80448
KUM,-1.622117,6.687105
KUU,1.563288,6.680198
LUH,3.388231,6.51255
ULN,3.38292,6.49789
EFH,7.441518,6.417825
BENIN,2.43,6.35
LIB,-10.794008,6.299807
HUA,-75.571869,6.253615
JAUM,-75.571869,6.253615
MEDEL,-75.553665,6.250608
TOGO,1.225389,6.12263
BORH,116.128738,6.018091
SNP,116.128738,6.018091
BBS,-55.166821,5.86638
SAN,118.080139,5.849786
CHOCO,-76.65593,5.684569
TFAV,-67.623611,5.66389
GC,-0.18333,5.65
UPTC,-73.356989,5.5526
UMTP,103.08772,5.407763
USMP,100.304473,5.358296
IBAAN,-4.024429,5.345317
UCJ,-4.02806,5.34111
CSRS,-4.128129,5.330747
CCG,-1.25,5.1
FAUC,-75.479919,5.042338
HJBG,-52.526725,5.020077
UBDH,114.885694,4.965216
BRUN,114.948059,4.94029
CAY,-52.327816,4.923807
COAH,-74.113724,4.70033
JBB,-74.09977,4.667885
HJJT,-74.107811,4.654264
COL,-74.081944,4.6425
HT,-74.072665,4.64093
HPUJ,-74.063652,4.627782
UDBC,-74.064449,4.597241
ANDES,-74.07737,4.59455
HUQ,-75.688721,4.51268
FMB,-74.124382,4.46773
TOLI,-75.219948,4.455119
BANG,18.534575,4.277803
LLANOS,-73.643165,4.146919
TULV,-76.198318,4.097413
SCA,9.2149,4.0242
YA,11.51667,3.86667
VALLE,-76.294418,3.519569
CUVC,-76.536519,3.371426
ICESI,-76.52936667,3.3414833
KEP,101.636452,3.223091
KLA,101.686531,3.1412
KLU,101.649231,3.1175
UPM,101.708931,3.003613
MDI,101.7032719,2.9912988
MARDI,101.702161,2.991095
SURCO,-75.298539,2.941455
UKMB,101.781342,2.90439
MIRR,-60.682106,2.835575
UFRR,-60.694005,2.833241
CAUP,-76.610703,2.455501
BATA,9.75,1.85
UFS,31.715,1.67444
HUAZ,-75.61187,1.61574
SAR,110.32637,1.506867
SING,103.817574,1.3112
SINU,103.773087,1.29943
PSO,-77.259285,1.190978
KIS,25.208285,0.51163
LBV,9.490379,0.418004
STPH,6.731057,0.337503
MHU,32.568286,0.3351
ENT,32.582191,0.31628
KAW,32.581125,0.313793
YBI,25.372345,0.150571
EALA,18.2572174,0.0477219
HAMAB,-51.07341,0.00249
QPLS,-78.296188,-0.11002
HUTI,-78.498722,-0.12085
Q,-78.465881,-0.12176
QCA,-78.4914404,-0.20923866
QCAM,-78.4914404,-0.20923866
QAP,-78.524612,-0.229675
QCNE,-78.524612,-0.229675
QUSF,-78.524612,-0.229675
CDS,-90.304365,-0.742447
ANDA,100.430786,-0.782456
MAN,134.07732,-0.856387
CEB,119.860352,-0.90085
UTCEC,-78.619128,-0.999448
HBRA,-46.761825,-1.051552
MIMARU,35.866179,-1.078586
WAN,116.829903,-1.260685
EA,36.800989,-1.266758
AMAS,-78.62356,-1.26798
NAI,36.816669,-1.28333
MFS,-48.488703,-1.431769
IAN,-48.449066,-1.436323
HF,-48.476871,-1.45108
MG,-48.477894,-1.451704
ECUAMZ,-78.0020714,-1.4823023
CHEP,-78.6786,-1.6564
HCP,-47.056244,-1.734742
GFT,34.66906,-1.841301
GUAY,-79.879787,-2.17863
NHR,29.61924,-2.245703
HSTM,-54.720711,-2.427116
MLGU,28.858611,-2.515582
SLUI,-44.30277778,-2.5297222
UFMA,-44.311836,-2.556903
MAR,-44.309401,-2.557382
HA,-79.005459,-2.902673
HDELTA,-41.754699,-2.907815
INPA,-59.97855,-3.083485
HUAM,-59.97641,-3.100081
EAFM,-60.012949,-3.134937
FTOH,36.691075,-3.357019
NHT,36.683331,-3.36667
BJA,29.782967,-3.47234
HUVA,-40.343239,-3.681122
AMAZ,-73.25325,-3.739145
HMAR,-38.575073,-3.745937
EAC,-38.575611,-3.7486
HERT,-38.546379,-3.779766
HUTPL,-79.204346,-3.991635
LOJA,-79.204346,-3.991635
BMA,-44.825618,-4.232882
IEC,15.28327,-4.2669
EPU,15.287628,-4.309435
LWI,15.319103,-4.354065
IUK,15.3161,-4.3806
LUKI,15.3161,-4.3806
SEY,55.466671,-4.66667
TFD,38.28992,-4.798801
HABIT,-43.334277,-4.861256
HH,-73.651378,-4.899777
TEPB,-42.788132,-5.05138
KISA,15.1333,-5.11
MOSS,-37.352837,-5.169881
FCCM,-49.08815,-5.35299
UFRN,-35.211544,-5.79618
RN,-35.194432,-5.810209
HCJS,-50.060659,-6.061417
BO,106.863441,-6.47977
BIOT,106.91082,-6.577002
KRB,106.793831,-6.59715
PRG,-79.900421,-6.70284
LAE,146.998808,-6.720422
DSM,39.204653,-6.780055
ITMH,39.273511,-6.807616
SUA,37.661541,-6.822011
FIPIA,107.614479,-6.892982
EAN,-35.747856,-6.94592
JPB,-34.841839,-7.149277
CCCR,-48.19658,-7.181855
CPUN,-78.431633,-7.206799
HCDAL,-39.415242,-7.238471
TAMA,111.1345333,-7.663675
MALG,112.619063,-7.960894
PEUFR,-34.945225,-8.016192
UFP,-34.948623,-8.050259
URM,-34.951045,-8.055443
IPA,-34.918514,-8.066334
HAO,-79.012924,-8.110692
HUT,-79.030267,-8.111261
HFSL,-63.903797,-8.774009
RON,-63.939086,-8.837116
LUAI,13.2344,-8.8383
HUTO,-48.505781,-8.840077
HTIN,-75.996822,-9.312463
HVASF,-40.5487233,-9.3258069
UPNG,147.169665,-9.405128
BSIP,159.949997,-9.43333
PNG,147.159505,-9.464137
MRSC,32.566666,-9.549996
MAC,-35.745403,-9.640474
ARA,36.680458,-9.716074
HERBAM,-56.097667,-9.898048
UFACPZ,-67.808298,-9.974108
HOXA,-75.239639,-10.578815
ISE,-37.435991,-10.681795
HTO,-48.403721,-10.712542
AJU,-37.061433,-10.966649
ASE,-37.231617,-10.998643
KIP,27.466669,-11.66667
HKM,43.2773,-11.732042
CNMT,-55.482513,-11.863172
UFV,-76.995561,-12.041189
HCEN,-75.196518,-12.053106
SMF,-77.023853,-12.057667
USM,-77.037475,-12.077558
MOL,-76.948361,-12.080083
HUNEB,-38.40826,-12.12546
BRBA,-45.002633,-12.151523
HINS,-77.01388889,-12.1815278
HUEFS,-38.958424,-12.237698
DNAP,130.927082,-12.442842
DNA,130.979095,-12.501204
HAG,-69.208883,-12.5887
HURB,-39.124342,-12.659972
IAL,-39.111946,-12.661515
NDO,28.200001,-12.81667
MAO,45.135062,-12.834074
MFUW,31.92275,-12.89498
HRB,-38.480793,-12.97686
BAH,-38.506538,-13.002465
ALCB,-38.507259,-13.006171
CUZ,-71.959389,-13.521628
National University of Samoa,-171.7497052,-13.8523997
HUESB,-40.070641,-13.87364
NX,-52.519249,-14.588181
TANG,-57.432852,-14.651392
UESC,-39.033054,-14.790132
CEPEC,-39.281906,-14.798973
HUESBVC,-40.803637,-14.889356
LUBA,13.5,-14.91667
MAL,35.333328,-15.38333
UZL,28.333762,-15.395515
UFMT,-56.064106,-15.610911
CEN,-47.912457,-15.746034
UB,-47.8654,-15.74662
HEPH,-47.8413,-15.874
IBGE,-47.8777,-15.947471
HPAN,-57.665772,-16.075632
HUEG,-48.956932,-16.359715
HSP,-71.550087,-16.385289
AQP,-71.500092,-16.412445
LPB,-68.150002,-16.5
UFG,-49.30302,-16.629566
MCCA,-43.840882,-16.682007
HUSA,-71.657501,-16.784306
CNS,145.687,-16.816
BOLV,-66.14444444,-17.39388889
UPF,-149.605988,-17.557631
PAP,-149.600006,-17.633329
PVNH,168.321884,-17.73381
CAH,31.047649,-17.76371
USZ,-63.1819,-17.7925
SRGH,31.05389,-17.82935
HJ,-51.717238,-17.923169
SUVA,178.441483,-18.141609
HDJF,-43.572167,-18.201817
DIAM,-43.600477,-18.24161
UEGQ,-50.4466,-18.4483
SAMES,-39.862078,-18.675941
TEF,47.597183,-18.859758
CNARP,47.536645,-18.872593
HUFU,-48.268753,-18.906649
DBEV,47.554839,-18.914598
TAN,47.5258,-18.9322
UMT,32.667466,-18.971432
COR,-57.633854,-19.005625
CPAP,-57.659409,-19.023001
HSB,-65.26,-19.04
PMG,-44.39238,-19.169741
JCT,146.782959,-19.309507
CVRD,-40.070129,-19.381836
BHCB,-43.954781,-19.808043
HXBH,-43.941685,-19.836336
BHZB,-44.003738,-19.850881
PAMG,-43.917347,-19.885181
PSUB,23.528182,-19.901536
MBML,-40.6007,-19.937421
BUL,28.58333,-20.15
MRSH,28.58333,-20.15
MAU,57.4925,-20.227501
VIES,-40.303899,-20.27517
OUPR,-43.704544,-20.388889
HISA,-51.339813,-20.419531
CGMS,-54.609512,-20.504297
VIC,-42.882229,-20.754238
HTL,-51.666806,-20.785667
SJRP,-49.358711,-20.786346
REU,55.4474,-20.877927
CBNM,55.295506,-21.137712
HUFSJ,-44.260354,-21.1392277
SPFR,-47.852417,-21.166046
TON,-175.198683,-21.207591
ESAL,-45.006248,-21.245705
UALF,-45.94833333,-21.41972222
CESJ,-43.370625,-21.777005
AFR,-46.619271,-21.777619
SORO,-47.882289,-21.97792
SPSC,-47.879523,-21.983137
DDMS,-54.8153,-22.216121
LMU,35.309818,-22.245384
NOU,166.4437,-22.30172
HRCB,-47.541462,-22.385748
WIND,17.083229,-22.55941
HASSI,-50.437795,-22.649338
ESA,-47.63707,-22.71533
RBR,-43.695193,-22.763703
HPL,-47.304344,-22.772816
UEC,-47.069469,-22.806753
RFFP,-43.068134,-22.83008
RFA,-43.23572521,-22.84200028
RBE,-43.777222,-22.866541
UFRJ,-43.780315,-22.868896
IAC,-47.077104,-22.87054
VENDA,30.477686,-22.88056
BOTU,-48.479832,-22.881189
NIT,-43.091022,-22.881224
IACM,-47.065731,-22.896778
R,-43.21862,-22.90107
HRJ,-43.225029,-22.90921
HB,-43.374222,-22.910934
CBPM,43.4027,-22.9401
HUNI,-43.16872222,-22.9551667
RB,-43.227829,-22.964296
FCAB,-43.241842,-22.979925
ZPB,29.92895,-23.02941
FUEL,-51.162781,-23.31028
HUEM,-51.93971,-23.403506
HNUP,-51.938213,-23.410331
HUMC,-46.184209,-23.5178
MACK,-46.653228,-23.547686
UNIP,-46.68211,-23.55592
SPF,-46.730999,-23.566484
CCTS,-47.5285721,-23.5809795
SPSF,-46.581985,-23.582151
IBI,-46.647133,-23.585842
SPB,-46.712376,-23.621405
SP,-46.626062,-23.645382
HUFABC,-46.562564,-23.676548
NT,133.83778,-23.70478
HUFSP,-46.627745,-23.719033
UNIN,29.732847,-23.822498
HCF,-51.522366,-23.90049
HUSC,-46.3219,-23.963
JUA,-65.305344,-24.179981
GAB,25.9079,-24.63839
MAH,25.9079,-24.63839
UCBG,25.9079,-24.63839
BACH,25.90859,-24.65451
MCNS,-65.409836,-24.792185
KNP,31.6,-24.98333
UNOP,-53.449907,-24.986786
HUPG,-50.142277,-25.091095
LYD,30.474208,-25.112675
AS,-57.571444,-25.247052
BNRH,30.523916,-25.288906
HFC,-49.157631,-25.323949
FCQ,-57.518336,-25.335076
PY,-57.544025,-25.339325
IRAI,-49.125412,-25.381061
SCP,-57.424908,-25.388809
EFC,-49.256802,-25.43504
MBM,-49.240039,-25.440862
HUCP,-49.252998,-25.450718
UPCB,-49.287239,-25.462143
GLOW,30.97839,-25.467199
HSMC,31.111389,-25.553611
DVPR,-53.098031,-25.702951
ROO,28.186275,-25.73493
PREM,28.217525,-25.735626
PRE,28.275775,-25.737186
PRU,28.2356492,-25.755178
UNWH,25.617146,-25.832199
LMA,32.446526,-26.005415
JBG,28.01123,-26.159306
JRAU,28.009552,-26.184372
J,28.049721,-26.205
JOI,-48.867878,-26.333221
SDNH,31.378405,-26.494385
PUC,27.090833,-26.689097
SANDC,27.093222,-26.690375
LIL,-65.222771,-26.84033
FURB,-49.077797,-26.906187
HBR,-48.66095,-26.90852
CTBS,-50.534763,-27.28466
MNES,-55.89311,-27.37602
CTES,-58.833328,-27.466669
CTESN,-58.833328,-27.466669
BRI,152.978745,-27.474779
BRIP,153.029962,-27.495239
HIPE,-48.656179,-27.552555
FLOR,-48.525299,-27.602785
HPBR,-52.266747,-27.649675
LUSC,-50.3067398,-27.7925983
RSPF,-52.380921,-28.228128
HUIRB,-53.948156,-28.393904
SRS,-49.00351,-28.474398
LAG,-48.784328,-28.477217
QWA,28.821739,-28.508369
PHARM,153.341843,-28.5765
CRI,-49.428246,-28.702593
KMG,24.765522,-28.741083
KSAN,24.741783,-28.755072
ZULU,31.845831,-28.854441
GOFS,26.15,-29.115829
HUCS,-51.1520004,-29.1602565
BLFU,26.248554,-29.167772
NMB,26.248554,-29.167772
MASE,27.48333,-29.316669
SNPH,27.48333,-29.316669
IZAC,-66.83474,-29.410877
CHAM,-66.834686,-29.41116
ROML,27.704109,-29.43985
HVAT,-51.956498,-29.444677
HLAJ,-51.997561,-29.458731
CPF,30.379345,-29.603004
NU,30.40286,-29.62575
HDCF,-53.715655,-29.702676
HCB,-52.444824,-29.705231
SMDB,-53.726242,-29.708271
PACA,-51.114788,-29.752176
UDW,31.049999,-29.85417
NH,31.012501,-29.85722
ULS,-71.246971,-29.909941
UNCOQ,-71.347633,-29.964473
MPUC,-51.216713,-30.047934
BLA,-51.220848,-30.055008
HAS,-51.184361,-30.05743
ICN,-51.118011,-30.06562
CFSHB,153.04007,-30.31571
NE,151.641822,-30.48815
PCE,30.176506,-31.006941
CNPO,-54.110244,-31.318533
CORD,-64.201546,-31.383123
UTAL,-71.635164,-31.403898
ACOR,-64.187887,-31.436783
SF,-60.933331,-31.450001
GADI,25.00609,-31.496519
HSESJ,-68.53781,-31.530554
KEI,28.764593,-31.589884
MFA,-60.710239,-31.647129
ECT,-52.439807,-31.680526
ECU,115.768326,-31.73786
PEL,-52.41851,-31.76314
KPBG,115.837555,-31.947773
UWA,115.81559,-31.976566
WAC,115.871399,-31.986551
PERTH,115.882727,-31.994588
ERA,-60.30368,-32.026051
PAR,-60.30368,-32.026051
HURG,-52.078587,-32.044605
DTE,-60.643851,-32.062515
MURU,115.835815,-32.068703
UFH,26.833168,-32.787472
MERL,-68.816673,-32.893536
DMHN,151.699646,-32.897385
MEN,-68.87056,-33.013859
UNR,-60.863522,-33.018822
VALPL,-71.6413,-33.0209
UV,-71.650002,-33.033329
JBN,-71.502492,-33.051086
RCVC,-64.30025,-33.111234
RIOC,-64.340714,-33.158779
MICODIF,-66.3380556,-33.291111
UNSL,-66.339418,-33.291381
GRA,26.51899,-33.308739
DAR,149.085297,-33.328808
SSUC,-70.566897,-33.425626
SGO,-70.566513,-33.425819
SQF,-70.566725,-33.42582
FFCL,-70.653071,-33.446993
UMCE,-70.596687,-33.460539
AGUCH,-70.6301379,-33.5695942
EIF,-70.630315,-33.569683
GKAR,19.480249,-33.64027
VMSL,-65.46225,-33.67952
IBRG,151.117238,-33.778086
MQU,151.100922,-33.791733
NSW,151.217865,-33.859921
JONK,18.849661,-33.870419
SYD,151.19104,-33.888168
UWC,18.633329,-33.900002
SAAS,18.65724,-33.901852
UNSW,151.234921,-33.917709
FFS,18.869169,-33.934441
STEU,18.869169,-33.934441
PEU,25.525185,-33.946064
SCHG,22.463519,-33.947481
BOL,18.46153,-33.95664
NBG,18.435544,-33.986416
WOLL,150.874924,-34.40765
HER,19.288393,-34.411747
SI,-58.508302,-34.47393
BAJ,-58.417366,-34.583005
BACP,-58.440365,-34.595036
BAA,-58.482796,-34.595539
BAF,-58.397484,-34.597836
BA,-58.43776,-34.605308
BAL,-58.370625,-34.61095
BAFC,-58.39727,-34.612465
FAA,-58.475323,-34.632927
BAB,-58.658337,-34.658337
LCF,-58.658337,-34.658337
MVFQ,-56.117401,-34.863792
MVJB,-56.117401,-34.863792
MVM,-56.117401,-34.863792
MVFA,-56.072208,-34.89122
MVHC,-56.072208,-34.89122
ACH,138.593689,-34.905212
AD,138.613869,-34.917256
LP,-57.95451,-34.930294
LPAG,-57.95451,-34.930294
LPC,-57.95451,-34.930294
LPS,-57.95451,-34.930294
CANB,149.1126156,-35.2715224
GAUBA,149.1161127,-35.2767042
ERBG,150.1611,-35.7503
ANGU,-64.014061,-36.529598
SRFA,-64.322357,-36.633976
CONC,-73.049767,-36.826988
MICOCL,-73.1204,-36.8304
AK,174.780853,-36.874092
UNITEC,174.7066,-36.88063
PDD,174.848892,-36.883191
WAIK,174.869995,-36.970402
LTB,145.062302,-37.693443
VPRI,145.048414,-37.720667
MELU,144.948944,-37.785892
MEL,144.98349,-37.833073
MDQ,-57.5656202,-38.0235426
NZFRI,176.264925,-38.160409
BB,-62.269507,-38.701623
BBB,-62.223194,-38.70636
ARC,-68.066673,-38.816669
VALD,-73.2333,-39.8
HFV,-73.237288,-39.806451
IPCN,-71.349319,-40.163528
MPN,175.609573,-40.355663
BCRU,-71.316406,-41.144993
CRP,-71.312401,-41.160702
WELT,174.781596,-41.290676
LINC,173.188599,-41.383053
UIU,-91.800826,-42.83877
HO,147.320665,-42.905394
HTW,-65.305054,-43.248951
PBP,-65.304382,-43.25351
CANU,172.633545,-43.527905
CHBG,172.633545,-43.527905
CHR,172.476629,-43.640497
HRP,-67.488907,-45.862473
OTA,170.503616,-45.874161
FINH,-57.857399,-51.692175
HIP,-70.907158,-53.143044